Rank,Player,Country,Stat,Stat Category,Year
325,Gillian Koehoorn,NED,52.48%,Pcnt Legs Won,2022
326,Danny Jansen,NED,52.44%,Pcnt Legs Won,2022
327,Patrick van den Boogaard,NED,52.43%,Pcnt Legs Won,2022
328,Rhys Hayden,ENG,52.4%,Pcnt Legs Won,2022
329,Sergio Krassen,ITA,52.38%,Pcnt Legs Won,2022
330,Cameron Menzies,SCO,52.37%,Pcnt Legs Won,2022
331,Scott Walters,ENG,52.37%,Pcnt Legs Won,2022
332,Larry Butler,USA,52.34%,Pcnt Legs Won,2022
333,James Beeton,ENG,52.31%,Pcnt Legs Won,2022
334,Ole Holtkamp,GER,52.3%,Pcnt Legs Won,2022
335,Jim Williams,WAL,52.29%,Pcnt Legs Won,2022
336,Jani Keskinarkaus,FIN,52.29%,Pcnt Legs Won,2022
337,Alan Norris,ENG,52.26%,Pcnt Legs Won,2022
338,Andrew Eagers,AUS,52.26%,Pcnt Legs Won,2022
339,Jesús Noguera,ESP,52.23%,Pcnt Legs Won,2022
340,Marcel Erba,GER,52.19%,Pcnt Legs Won,2022
341,Scott Marsh,ENG,52.18%,Pcnt Legs Won,2022
342,Shaun Narain,CAN,52.16%,Pcnt Legs Won,2022
343,Arron Monk,ENG,52.14%,Pcnt Legs Won,2022
344,Daryl Gurney,NIR,52.13%,Pcnt Legs Won,2022
345,Gary Stone,SCO,52.06%,Pcnt Legs Won,2022
346,Keenan Thomas,WAL,52.03%,Pcnt Legs Won,2022
347,Roxy-James Rodriguez,AUT,52.02%,Pcnt Legs Won,2022
348,Mensur Suljović,AUT,52.01%,Pcnt Legs Won,2022
349,René Eidams,GER,51.98%,Pcnt Legs Won,2022
350,Mark Layton,WAL,51.96%,Pcnt Legs Won,2022
351,Amanda Loch,AUS,51.95%,Pcnt Legs Won,2022
352,Kevin Garcia,ENG,51.91%,Pcnt Legs Won,2022
353,Michael Rasztovits,AUT,51.91%,Pcnt Legs Won,2022
354,Adam Atkinson,ENG,51.91%,Pcnt Legs Won,2022
355,James Wade,ENG,51.87%,Pcnt Legs Won,2022
356,Vincent van der Voort,NED,51.83%,Pcnt Legs Won,2022
357,David Boyle,AUS,51.82%,Pcnt Legs Won,2022
358,Krzysztof Kciuk,POL,51.82%,Pcnt Legs Won,2022
359,Krzysztof Ratajski,POL,51.77%,Pcnt Legs Won,2022
360,Roman Benecky,CZE,51.76%,Pcnt Legs Won,2022
361,Jacob Taylor,CAN,51.75%,Pcnt Legs Won,2022
362,Ryan Meikle,ENG,51.74%,Pcnt Legs Won,2022
363,Kevin Painter,ENG,51.74%,Pcnt Legs Won,2022
364,Ryan Joyce,ENG,51.73%,Pcnt Legs Won,2022
365,Jamie Clark,SCO,51.7%,Pcnt Legs Won,2022
366,Pero Ljubić,CRO,51.68%,Pcnt Legs Won,2022
367,Meinte Hibma,NED,51.66%,Pcnt Legs Won,2022
368,Ricardo Pietreczko,GER,51.65%,Pcnt Legs Won,2022
369,Ben Robb,NZL,51.64%,Pcnt Legs Won,2022
370,Zac Griffiths,ENG,51.62%,Pcnt Legs Won,2022
371,Leung Kai Fan,HKG,51.62%,Pcnt Legs Won,2022
372,Raymond van Barneveld,NED,51.6%,Pcnt Legs Won,2022
373,Tommy Hyland,IRL,51.56%,Pcnt Legs Won,2022
374,Steve Beasley,ENG,51.54%,Pcnt Legs Won,2022
375,Jermaine Wattimena,NED,51.51%,Pcnt Legs Won,2022
376,Alan Soutar,SCO,51.49%,Pcnt Legs Won,2022
377,Adam Gawlas,CZE,51.47%,Pcnt Legs Won,2022
378,Pete Burgoyne,ENG,51.45%,Pcnt Legs Won,2022
379,Alex Spellman,USA,51.4%,Pcnt Legs Won,2022
380,Simon Whitlock,AUS,51.36%,Pcnt Legs Won,2022
381,Ross Smith,ENG,51.33%,Pcnt Legs Won,2022
382,John O Shea,IRL,51.29%,Pcnt Legs Won,2022
383,Moreno Blom,NED,51.27%,Pcnt Legs Won,2022
384,Jimmy Bristow,ENG,51.23%,Pcnt Legs Won,2022
385,Tavis Dudeney,ENG,51.2%,Pcnt Legs Won,2022
386,Joey Lynaugh,USA,51.17%,Pcnt Legs Won,2022
387,Jimmy van Schie,NED,51.17%,Pcnt Legs Won,2022
388,Thomas Junghans,SUI,51.13%,Pcnt Legs Won,2022
389,Mason Teese,ENG,51.09%,Pcnt Legs Won,2022
390,Connor Scutt,ENG,51.05%,Pcnt Legs Won,2022
391,Mark Wortley,AUS,51.05%,Pcnt Legs Won,2022
392,Craig Galliano,GIB,51.01%,Pcnt Legs Won,2022
393,Josh McCarthy,ENG,51%,Pcnt Legs Won,2022
394,Dewayne Turner,AUS,50.98%,Pcnt Legs Won,2022
395,Florian Hempel,GER,50.95%,Pcnt Legs Won,2022
396,Kim Holden,ENG,50.92%,Pcnt Legs Won,2022
397,Keelan Kay,ENG,50.85%,Pcnt Legs Won,2022
398,Stuart White,ENG,50.77%,Pcnt Legs Won,2022
399,David Schlichting,GER,50.7%,Pcnt Legs Won,2022
400,Gary Anderson,SCO,50.7%,Pcnt Legs Won,2022
401,Boris Krčmar,CRO,50.7%,Pcnt Legs Won,2022
402,Daniel Ayres,ENG,50.64%,Pcnt Legs Won,2022
403,Brendan Dolan,NIR,50.59%,Pcnt Legs Won,2022
404,Mindaugas Barauskas,LTH,50.52%,Pcnt Legs Won,2022
405,David Wawrzewski,ENG,50.5%,Pcnt Legs Won,2022
406,Martijn Kleermaker,NED,50.45%,Pcnt Legs Won,2022
407,Shane McGuirk,IRL,50.44%,Pcnt Legs Won,2022
408,William O'Connor,IRL,50.41%,Pcnt Legs Won,2022
409,Vladimir Andersen,DEN,50.39%,Pcnt Legs Won,2022
410,Kai Gotthardt,GER,50.37%,Pcnt Legs Won,2022
411,Joshua Burksfield,ENG,50.36%,Pcnt Legs Won,2022
412,Radoslaw Szaganski,POL,50.34%,Pcnt Legs Won,2022
413,Luke Woodhouse,ENG,50.34%,Pcnt Legs Won,2022
414,Jonas Aplowski,GER,50.33%,Pcnt Legs Won,2022
415,Philip van Gasse,BEL,50.33%,Pcnt Legs Won,2022
416,Arjan Konterman,NED,50.27%,Pcnt Legs Won,2022
417,Mickey Mansell,NIR,50.25%,Pcnt Legs Won,2022
418,Steve Beaton,ENG,50.23%,Pcnt Legs Won,2022
419,Prakash Jiwa,IND,50.23%,Pcnt Legs Won,2022
420,Danny Tessmann,GER,50.21%,Pcnt Legs Won,2022
421,Dominik Gruellich,GER,50.18%,Pcnt Legs Won,2022
422,Jim Moston,ENG,50.15%,Pcnt Legs Won,2022
423,Ritchie Edhouse,ENG,50.11%,Pcnt Legs Won,2022
424,Mark McGeeney,ENG,50.1%,Pcnt Legs Won,2022
425,Richard North,ENG,50%,Pcnt Legs Won,2022
426,Steve Lennon,IRL,50%,Pcnt Legs Won,2022
427,Carlo van Peer,NED,50%,Pcnt Legs Won,2022
428,John Bunyard,AUS,50%,Pcnt Legs Won,2022
429,Tom Veje,,50%,Pcnt Legs Won,2022
430,Nauris Gleglu,LTV,50%,Pcnt Legs Won,2022
431,Matthew Holmes,ENG,50%,Pcnt Legs Won,2022
432,Sam Matthews,ENG,50%,Pcnt Legs Won,2022
433,Robert Collins,ENG,49.89%,Pcnt Legs Won,2022
434,Ben West,ENG,49.86%,Pcnt Legs Won,2022
435,Callum Francis,ENG,49.86%,Pcnt Legs Won,2022
436,Simeon Heinz,GER,49.85%,Pcnt Legs Won,2022
437,Joey de Jong,NED,49.84%,Pcnt Legs Won,2022
438,Nathan Treadgold,WAL,49.83%,Pcnt Legs Won,2022
439,Jeff Smith,CAN,49.82%,Pcnt Legs Won,2022
440,Tom Veje Kristensen,DEN,49.79%,Pcnt Legs Won,2022
441,Maikel Mossou,NED,49.74%,Pcnt Legs Won,2022
442,Ricky Evans,ENG,49.73%,Pcnt Legs Won,2022
443,Gary Stafford,ENG,49.65%,Pcnt Legs Won,2022
444,Kieran Peek,ENG,49.61%,Pcnt Legs Won,2022
445,Richie Burnett,WAL,49.55%,Pcnt Legs Won,2022
446,Scott Waites,ENG,49.53%,Pcnt Legs Won,2022
447,Mikey Rees,WAL,49.52%,Pcnt Legs Won,2022
448,George Killington,ENG,49.5%,Pcnt Legs Won,2022
449,Kevin Lane,IOM,49.49%,Pcnt Legs Won,2022
450,Viani van den Bergh,BEL,49.44%,Pcnt Legs Won,2022
451,James Wilson,ENG,49.4%,Pcnt Legs Won,2022
452,Ciaran Holmes,AUS,49.38%,Pcnt Legs Won,2022
453,Jens Ziegler,GER,49.36%,Pcnt Legs Won,2022
454,Markus Kessler,GER,49.36%,Pcnt Legs Won,2022
455,Brian Raman,BEL,49.35%,Pcnt Legs Won,2022
456,Mervyn King,ENG,49.26%,Pcnt Legs Won,2022
457,Alan Tabern,ENG,49.26%,Pcnt Legs Won,2022
458,Ben Gamble,ENG,49.23%,Pcnt Legs Won,2022
459,Andrew Hyland,ENG,49.21%,Pcnt Legs Won,2022
460,Shaun Griffiths,ENG,49.21%,Pcnt Legs Won,2022
461,Mike De Decker,BEL,49.19%,Pcnt Legs Won,2022
462,Colin Edwards,AUS,49.19%,Pcnt Legs Won,2022
463,Scott Campbell,SCO,49.18%,Pcnt Legs Won,2022
464,Harry Earp,ENG,49.08%,Pcnt Legs Won,2022
465,Matt Campbell,CAN,49.03%,Pcnt Legs Won,2022
466,Craig Woodroffe,ENG,49.03%,Pcnt Legs Won,2022
467,Daniel Day,ENG,49.03%,Pcnt Legs Won,2022
468,Ted Evetts,ENG,49.02%,Pcnt Legs Won,2022
469,Christopher Wickenden,,48.97%,Pcnt Legs Won,2022
470,Alex Long,ENG,48.95%,Pcnt Legs Won,2022
471,Barrie Bates,WAL,48.94%,Pcnt Legs Won,2022
472,Jeffrey de Zwaan,NED,48.88%,Pcnt Legs Won,2022
473,Robert Nelson,,48.83%,Pcnt Legs Won,2022
474,Mark Lawrence,ENG,48.81%,Pcnt Legs Won,2022
475,Jimmy Hendriks,NED,48.78%,Pcnt Legs Won,2022
476,Steve Hine,ENG,48.75%,Pcnt Legs Won,2022
477,Damian Mol,NED,48.72%,Pcnt Legs Won,2022
478,Sean Fisher,WAL,48.72%,Pcnt Legs Won,2022
479,Clayton Collins,AUS,48.7%,Pcnt Legs Won,2022
480,John Henderson,SCO,48.68%,Pcnt Legs Won,2022
481,Mick Zdun,AUS,48.65%,Pcnt Legs Won,2022
482,Hannah Meek,ENG,48.57%,Pcnt Legs Won,2022
483,Ben Hazel,ENG,48.55%,Pcnt Legs Won,2022
484,Mick Baker,ENG,48.53%,Pcnt Legs Won,2022
485,Chloe O Brien,SCO,48.5%,Pcnt Legs Won,2022
486,Manfred Bilderl,GER,48.46%,Pcnt Legs Won,2022
487,Geoffrey Murray,ENG,48.41%,Pcnt Legs Won,2022
488,Jordan Boyce,NIR,48.34%,Pcnt Legs Won,2022
489,Derk Telnekes,NED,48.26%,Pcnt Legs Won,2022
490,Doug Boehm,USA,48.25%,Pcnt Legs Won,2022
491,John Crossley,SCO,48.24%,Pcnt Legs Won,2022
492,Keegan Brown,ENG,48.24%,Pcnt Legs Won,2022
493,Joe Murnan,ENG,48.23%,Pcnt Legs Won,2022
494,Steven Noster,GER,48.21%,Pcnt Legs Won,2022
495,Charlie Large,ENG,48.18%,Pcnt Legs Won,2022
496,Joshua Hermann,GER,48.14%,Pcnt Legs Won,2022
497,José Justicia,ESP,48.08%,Pcnt Legs Won,2022
498,Andy Bless,SUI,48.08%,Pcnt Legs Won,2022
499,Martin Thomas,WAL,48.04%,Pcnt Legs Won,2022
500,Lewis Pride,ENG,48.03%,Pcnt Legs Won,2022
501,Berry van Peer,NED,48.03%,Pcnt Legs Won,2022
502,Petros Christodoulou,CYP,48%,Pcnt Legs Won,2022
503,Tony Martinez,ESP,47.99%,Pcnt Legs Won,2022
504,Shaun Wilkinson,ENG,47.98%,Pcnt Legs Won,2022
505,Ian White,ENG,47.97%,Pcnt Legs Won,2022
506,Roberto Vandaele,BEL,47.85%,Pcnt Legs Won,2022
507,Andy Boulton,SCO,47.84%,Pcnt Legs Won,2022
508,Sven van Dun,NED,47.78%,Pcnt Legs Won,2022
509,Adrian Gray,ENG,47.75%,Pcnt Legs Won,2022
510,Bent Lambertsen,DEN,47.7%,Pcnt Legs Won,2022
511,Danny Baggish,USA,47.55%,Pcnt Legs Won,2022
512,Christopher Toonders,GER,47.47%,Pcnt Legs Won,2022
513,Pim van Bijnen,NED,47.44%,Pcnt Legs Won,2022
514,Erik Tautfest,GER,47.43%,Pcnt Legs Won,2022
515,Tony Newell,ENG,47.37%,Pcnt Legs Won,2022
516,Kevin Burness,NIR,47.33%,Pcnt Legs Won,2022
517,Roemer Mooijman,NED,47.29%,Pcnt Legs Won,2022
518,Laurence Ryder,AUS,47.29%,Pcnt Legs Won,2022
519,Patrick Bulen,BEL,47.2%,Pcnt Legs Won,2022
520,Michael Hurtz,GER,47.14%,Pcnt Legs Won,2022
521,Ben Quenby,ENG,47.12%,Pcnt Legs Won,2022
522,Jack Vincent,ENG,47.09%,Pcnt Legs Won,2022
523,Lee Cocks,ENG,47.04%,Pcnt Legs Won,2022
524,Marc Robinson,AUS,47.03%,Pcnt Legs Won,2022
525,Nathan Potter,ENG,47.01%,Pcnt Legs Won,2022
526,Gijsbert van Malsen,NED,46.95%,Pcnt Legs Won,2022
527,Michael Barnard,ENG,46.83%,Pcnt Legs Won,2022
528,Jules Van Dongen,USA,46.81%,Pcnt Legs Won,2022
529,Adam Power,AUS,46.73%,Pcnt Legs Won,2022
530,Ieuan Halsall,WAL,46.73%,Pcnt Legs Won,2022
531,Lukas Sekinger,GER,46.7%,Pcnt Legs Won,2022
532,Daniel Read,,46.69%,Pcnt Legs Won,2022
533,Maik Kuivenhoven,NED,46.67%,Pcnt Legs Won,2022
534,Marvin Koch,GER,46.59%,Pcnt Legs Won,2022
535,Ivan Springborg Poulsen,DEN,46.58%,Pcnt Legs Won,2022
536,Gordon Mathers,AUS,46.57%,Pcnt Legs Won,2022
537,Daniel Sim,AUS,46.51%,Pcnt Legs Won,2022
538,Michael Ladefoged,DEN,46.33%,Pcnt Legs Won,2022
539,Manuel Gutjahr,GER,46.3%,Pcnt Legs Won,2022
540,Marco Obst,GER,46.3%,Pcnt Legs Won,2022
541,Ryan Furness,ENG,46.27%,Pcnt Legs Won,2022
542,Steve West,ENG,46.21%,Pcnt Legs Won,2022
543,Jason Lowe,ENG,46.14%,Pcnt Legs Won,2022
544,Stu Wilson,ENG,46.06%,Pcnt Legs Won,2022
545,John Cook,WAL,46.06%,Pcnt Legs Won,2022
546,Darren Webster,ENG,46.03%,Pcnt Legs Won,2022
547,Kevin Costantini,GER,45.99%,Pcnt Legs Won,2022
548,Peter Sutton,AUS,45.97%,Pcnt Legs Won,2022
549,Jan de Weerdt,NED,45.93%,Pcnt Legs Won,2022
550,Jamai van den Herik,NED,45.81%,Pcnt Legs Won,2022
551,Michal Smejda,CZE,45.65%,Pcnt Legs Won,2022
552,Ross Montgomery,SCO,45.64%,Pcnt Legs Won,2022
553,Scott Mitchell (AUS),AUS,45.59%,Pcnt Legs Won,2022
554,Scott Mitchell,ENG,45.58%,Pcnt Legs Won,2022
555,Boris Koltsov,RUS,45.52%,Pcnt Legs Won,2022
556,Harry Kelly,ENG,45.5%,Pcnt Legs Won,2022
557,Terrance Insley,AUS,45.32%,Pcnt Legs Won,2022
558,Ryan O Connor,ENG,45.29%,Pcnt Legs Won,2022
559,Andrew Beeton,GER,45.27%,Pcnt Legs Won,2022
560,Tony Welland,AUS,45.26%,Pcnt Legs Won,2022
561,Luc Peters,NED,45.17%,Pcnt Legs Won,2022
562,Jaikob Selby-Rivas,ENG,45.07%,Pcnt Legs Won,2022
563,Remo Mandiau,BEL,45.07%,Pcnt Legs Won,2022
564,Jamie Kelling,ENG,45%,Pcnt Legs Won,2022
565,Phillip Rowland,AUS,44.94%,Pcnt Legs Won,2022
566,Ron Meulenkamp,NED,44.9%,Pcnt Legs Won,2022
567,Michael Huntley,WAL,44.79%,Pcnt Legs Won,2022
568,Archie Macleod,ENG,44.78%,Pcnt Legs Won,2022
569,Sebastian Steyer,POL,44.77%,Pcnt Legs Won,2022
570,Max Hopp,GER,44.73%,Pcnt Legs Won,2022
571,Kevin Luhr,GER,44.68%,Pcnt Legs Won,2022
572,Steve Haggerty,ENG,44.51%,Pcnt Legs Won,2022
573,Joshua Bean,ENG,44.44%,Pcnt Legs Won,2022
574,Alexander Morrison,,44.3%,Pcnt Legs Won,2022
575,Connor Arberry,ENG,44.24%,Pcnt Legs Won,2022
576,Nick Fullwell,ENG,44.15%,Pcnt Legs Won,2022
577,Jason Watt,USA,44%,Pcnt Legs Won,2022
578,Brett Claydon,ENG,43.71%,Pcnt Legs Won,2022
579,Jonathan Parvaneh,GER,43.65%,Pcnt Legs Won,2022
580,Carl Beattie,ENG,43.65%,Pcnt Legs Won,2022
581,Kevin van der Voort,NED,43.41%,Pcnt Legs Won,2022
582,Devon Petersen,RSA,43.39%,Pcnt Legs Won,2022
583,John Part,CAN,43%,Pcnt Legs Won,2022
584,Arsen Ballaj,ALB,42.97%,Pcnt Legs Won,2022
585,Geert De Vos,BEL,42.94%,Pcnt Legs Won,2022
586,Luke Getty,ENG,42.68%,Pcnt Legs Won,2022
587,Jonathan Worsley,WAL,42.62%,Pcnt Legs Won,2022
588,Nathan Care,ENG,42.44%,Pcnt Legs Won,2022
589,Eddie Lovely,ENG,42.38%,Pcnt Legs Won,2022
590,Wesley Veenstra,NED,42.36%,Pcnt Legs Won,2022
591,Keith Way,CAN,42.36%,Pcnt Legs Won,2022
592,Sebastian Keine,GER,42.31%,Pcnt Legs Won,2022
593,Alex Clyburn,ENG,41.91%,Pcnt Legs Won,2022
594,John Michael,GRE,41.67%,Pcnt Legs Won,2022
595,William Borland,SCO,41.65%,Pcnt Legs Won,2022
596,Ryan van der Weit,USA,41.59%,Pcnt Legs Won,2022
597,Tobias Scheifl,GER,41.54%,Pcnt Legs Won,2022
598,Ross Snook,CAN,41.38%,Pcnt Legs Won,2022
599,Michael Seemann,DEN,41.36%,Pcnt Legs Won,2022
600,Jason Heaver,ENG,41.22%,Pcnt Legs Won,2022
601,Derek Maclean,SCO,41.22%,Pcnt Legs Won,2022
602,David Evans,ENG,41.12%,Pcnt Legs Won,2022
603,Robin Smees,NED,40.94%,Pcnt Legs Won,2022
604,Andreas Toft-Jorgensen,,40.91%,Pcnt Legs Won,2022
605,John Norman Jr.,CAN,40.73%,Pcnt Legs Won,2022
606,Willem Mandigers,NED,40.73%,Pcnt Legs Won,2022
607,Stefan Glathe,GER,40.38%,Pcnt Legs Won,2022
608,Alex Flohr,LUX,40.36%,Pcnt Legs Won,2022
609,Matt Jackson,ENG,40.1%,Pcnt Legs Won,2022
610,Janis Mustafejevs,LTV,40%,Pcnt Legs Won,2022
611,Jack Main,ENG,39.96%,Pcnt Legs Won,2022
612,Rachel Brooks,ENG,39.67%,Pcnt Legs Won,2022
613,Peter Hudson,ENG,39.44%,Pcnt Legs Won,2022
614,David Rosi,CZE,39.31%,Pcnt Legs Won,2022
615,Chris Woods,AUS,38.95%,Pcnt Legs Won,2022
616,Gary Mawson,USA,38.92%,Pcnt Legs Won,2022
617,Adam Hunt,ENG,38.82%,Pcnt Legs Won,2022
618,Michael Ringoet,BEL,38.6%,Pcnt Legs Won,2022
619,Riaan Engelbrecht,AUS,38.37%,Pcnt Legs Won,2022
620,John Brown,ENG,38.22%,Pcnt Legs Won,2022
621,Jake Jones,ENG,37.37%,Pcnt Legs Won,2022
622,Chris Hogg,ENG,36.84%,Pcnt Legs Won,2022
623,Bailey Jacobs,AUS,35.65%,Pcnt Legs Won,2022
624,Hudson Nolan,AUS,35.45%,Pcnt Legs Won,2022
625,Daniel Willment,AUS,35.34%,Pcnt Legs Won,2022
626,Michael Ostrode,GER,34.13%,Pcnt Legs Won,2022
627,James Dillon,AUS,34.12%,Pcnt Legs Won,2022
628,Jake Carter,ENG,33.67%,Pcnt Legs Won,2022
629,Baran Ozdemir,TUR,33.66%,Pcnt Legs Won,2022
630,Liam Fowkes,ENG,33.48%,Pcnt Legs Won,2022
631,Danny Bunyard,AUS,30.53%,Pcnt Legs Won,2022
632,Paul Hill,ENG,30.42%,Pcnt Legs Won,2022
633,Jeremy Hourn,AUS,29.16%,Pcnt Legs Won,2022
634,Chayce Woods,AUS,28.73%,Pcnt Legs Won,2022
635,Glen Durrant,ENG,28.45%,Pcnt Legs Won,2022
636,Kayleigh Pickett,AUS,27.65%,Pcnt Legs Won,2022
637,Stowe Buntz,USA,25.75%,Pcnt Legs Won,2022
638,Jim Long,CAN,25.32%,Pcnt Legs Won,2022
639,Matt Clarke,AUS,23.08%,Pcnt Legs Won,2022
640,James Rogers,AUS,22.64%,Pcnt Legs Won,2022
641,Danny Moore,ENG,22.17%,Pcnt Legs Won,2022
642,Margaret Eagers,AUS,10.18%,Pcnt Legs Won,2022
643,Kevin Grebe,GER,9.32%,Pcnt Legs Won,2022
601,Derek Maclean,SCO,41.22%,Pcnt Legs Won,2022
602,David Evans,ENG,41.12%,Pcnt Legs Won,2022
603,Robin Smees,NED,40.94%,Pcnt Legs Won,2022
604,Andreas Toft-Jorgensen,,40.91%,Pcnt Legs Won,2022
605,John Norman Jr.,CAN,40.73%,Pcnt Legs Won,2022
606,Willem Mandigers,NED,40.73%,Pcnt Legs Won,2022
607,Stefan Glathe,GER,40.38%,Pcnt Legs Won,2022
608,Alex Flohr,LUX,40.36%,Pcnt Legs Won,2022
609,Matt Jackson,ENG,40.1%,Pcnt Legs Won,2022
610,Janis Mustafejevs,LTV,40%,Pcnt Legs Won,2022
611,Jack Main,ENG,39.96%,Pcnt Legs Won,2022
612,Rachel Brooks,ENG,39.67%,Pcnt Legs Won,2022
613,Peter Hudson,ENG,39.44%,Pcnt Legs Won,2022
614,David Rosi,CZE,39.31%,Pcnt Legs Won,2022
615,Chris Woods,AUS,38.95%,Pcnt Legs Won,2022
616,Gary Mawson,USA,38.92%,Pcnt Legs Won,2022
617,Adam Hunt,ENG,38.82%,Pcnt Legs Won,2022
618,Michael Ringoet,BEL,38.6%,Pcnt Legs Won,2022
619,Riaan Engelbrecht,AUS,38.37%,Pcnt Legs Won,2022
620,John Brown,ENG,38.22%,Pcnt Legs Won,2022
621,Jake Jones,ENG,37.37%,Pcnt Legs Won,2022
622,Chris Hogg,ENG,36.84%,Pcnt Legs Won,2022
623,Bailey Jacobs,AUS,35.65%,Pcnt Legs Won,2022
624,Hudson Nolan,AUS,35.45%,Pcnt Legs Won,2022
625,Daniel Willment,AUS,35.34%,Pcnt Legs Won,2022
626,Michael Ostrode,GER,34.13%,Pcnt Legs Won,2022
627,James Dillon,AUS,34.12%,Pcnt Legs Won,2022
628,Jake Carter,ENG,33.67%,Pcnt Legs Won,2022
629,Baran Ozdemir,TUR,33.66%,Pcnt Legs Won,2022
630,Liam Fowkes,ENG,33.48%,Pcnt Legs Won,2022
631,Danny Bunyard,AUS,30.53%,Pcnt Legs Won,2022
632,Paul Hill,ENG,30.42%,Pcnt Legs Won,2022
633,Jeremy Hourn,AUS,29.16%,Pcnt Legs Won,2022
634,Chayce Woods,AUS,28.73%,Pcnt Legs Won,2022
635,Glen Durrant,ENG,28.45%,Pcnt Legs Won,2022
636,Kayleigh Pickett,AUS,27.65%,Pcnt Legs Won,2022
637,Stowe Buntz,USA,25.75%,Pcnt Legs Won,2022
638,Jim Long,CAN,25.32%,Pcnt Legs Won,2022
639,Matt Clarke,AUS,23.08%,Pcnt Legs Won,2022
640,James Rogers,AUS,22.64%,Pcnt Legs Won,2022
641,Danny Moore,ENG,22.17%,Pcnt Legs Won,2022
642,Margaret Eagers,AUS,10.18%,Pcnt Legs Won,2022
643,Kevin Grebe,GER,9.32%,Pcnt Legs Won,2022
1,Beau Greaves,ENG,77.1%,Pcnt Legs Won,2023
2,Andy Bless,SUI,74.9%,Pcnt Legs Won,2023
3,Riley Rees Tucker,,72.58%,Pcnt Legs Won,2023
4,Vernon Bouwers,RSA,71.81%,Pcnt Legs Won,2023
5,Jack Nankervis,ENG,70.45%,Pcnt Legs Won,2023
6,Darren Penhall,AUS,69.99%,Pcnt Legs Won,2023
7,Andy Baetens,BEL,68.39%,Pcnt Legs Won,2023
8,Rhian O Sullivan,WAL,67.82%,Pcnt Legs Won,2023
9,Haupai Puha,NZL,67.54%,Pcnt Legs Won,2023
10,Luke Littler,ENG,67.33%,Pcnt Legs Won,2023
11,Wessel Nijman,NED,67.28%,Pcnt Legs Won,2023
12,Ben Robb,NZL,67.24%,Pcnt Legs Won,2023
13,Sophie McKinlay,SCO,66.78%,Pcnt Legs Won,2023
14,Gary Stone,SCO,66.67%,Pcnt Legs Won,2023
15,Anca Zijlstra,NED,66.27%,Pcnt Legs Won,2023
16,Darren Dummigan,NZL,65.99%,Pcnt Legs Won,2023
17,Aileen de Graaf,NED,65.64%,Pcnt Legs Won,2023
18,John Hurring,NZL,65.55%,Pcnt Legs Won,2023
19,Zong Xiaochen,CHN,65.3%,Pcnt Legs Won,2023
20,Rosendo Lubaton,PHI,65.24%,Pcnt Legs Won,2023
21,Stefan Vermaak,RSA,65.23%,Pcnt Legs Won,2023
22,Gordon Mathers,AUS,65.18%,Pcnt Legs Won,2023
23,Brandon Weening,AUS,64.88%,Pcnt Legs Won,2023
24,Seigo Asada,JPN,64.88%,Pcnt Legs Won,2023
25,Liam Maendl-Lawrance,GER,64.85%,Pcnt Legs Won,2023
26,Kevin Luke,USA,64.68%,Pcnt Legs Won,2023
27,Rocco Fulcinitti,ITA,64.47%,Pcnt Legs Won,2023
28,Deta Hedman,ENG,64.46%,Pcnt Legs Won,2023
29,Reynaldo Rivera,PHI,64.34%,Pcnt Legs Won,2023
30,Graham Filby,RSA,64.34%,Pcnt Legs Won,2023
31,Noa-Lynn van Leuven,NED,64.34%,Pcnt Legs Won,2023
32,Danny Baggish,USA,64.29%,Pcnt Legs Won,2023
33,Warren Parry,NZL,64.22%,Pcnt Legs Won,2023
34,Tomoya Goto,JPN,64.19%,Pcnt Legs Won,2023
35,Connor Levett,ENG,63.98%,Pcnt Legs Won,2023
36,Haunui Hira,NZL,63.94%,Pcnt Legs Won,2023
37,Kayden Milne,NZL,63.89%,Pcnt Legs Won,2023
38,Lourence Ilagan,PHI,63.83%,Pcnt Legs Won,2023
39,Niko Springer,GER,63.81%,Pcnt Legs Won,2023
40,John Scott,ENG,63.76%,Pcnt Legs Won,2023
41,Darren Herewini,NZL,63.66%,Pcnt Legs Won,2023
42,Maud Jansson,SWE,63.55%,Pcnt Legs Won,2023
43,Charlie Stocks,ENG,63.35%,Pcnt Legs Won,2023
44,Jonny Tata,NZL,63.3%,Pcnt Legs Won,2023
45,Jochen Graudenz,GER,63.25%,Pcnt Legs Won,2023
46,Owen Rhead,ENG,63.23%,Pcnt Legs Won,2023
47,Paul Lim,SNG,63.13%,Pcnt Legs Won,2023
48,Kirsi Viinikainen,FIN,62.9%,Pcnt Legs Won,2023
49,Dennis Nilsson,SWE,62.88%,Pcnt Legs Won,2023
50,Paolo Nebrida,PHI,62.86%,Pcnt Legs Won,2023
101,Oliver Mueller,GER,59.8%,Pcnt Legs Won,2023
102,Tavis Dudeney,ENG,59.77%,Pcnt Legs Won,2023
103,Fallon Sherrock,ENG,59.71%,Pcnt Legs Won,2023
104,Lorraine Winstanley,ENG,59.69%,Pcnt Legs Won,2023
105,Raymond Smith,AUS,59.68%,Pcnt Legs Won,2023
106,Jim Long,CAN,59.66%,Pcnt Legs Won,2023
107,Craig Caldwell,NZL,59.62%,Pcnt Legs Won,2023
108,Thomas Banks,ENG,59.58%,Pcnt Legs Won,2023
109,Stephen Podmore,ENG,59.55%,Pcnt Legs Won,2023
